Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides std00	Peptides std01	Peptides std02	Peptides std03	Peptides std04	Peptides std05	Peptides std06	Peptides std07	Peptides std08	Peptides std09	Peptides std10	Peptides std11	Razor + unique peptides std00	Razor + unique peptides std01	Razor + unique peptides std02	Razor + unique peptides std03	Razor + unique peptides std04	Razor + unique peptides std05	Razor + unique peptides std06	Razor + unique peptides std07	Razor + unique peptides std08	Razor + unique peptides std09	Razor + unique peptides std10	Razor + unique peptides std11	Unique peptides std00	Unique peptides std01	Unique peptides std02	Unique peptides std03	Unique peptides std04	Unique peptides std05	Unique peptides std06	Unique peptides std07	Unique peptides std08	Unique peptides std09	Unique peptides std10	Unique peptides std11	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Sequence coverage std00 [%]	Sequence coverage std01 [%]	Sequence coverage std02 [%]	Sequence coverage std03 [%]	Sequence coverage std04 [%]	Sequence coverage std05 [%]	Sequence coverage std06 [%]	Sequence coverage std07 [%]	Sequence coverage std08 [%]	Sequence coverage std09 [%]	Sequence coverage std10 [%]	Sequence coverage std11 [%]	Intensity	Intensity std00	Intensity std01	Intensity std02	Intensity std03	Intensity std04	Intensity std05	Intensity std06	Intensity std07	Intensity std08	Intensity std09	Intensity std10	Intensity std11	iBAQ	iBAQ std00	iBAQ std01	iBAQ std02	iBAQ std03	iBAQ std04	iBAQ std05	iBAQ std06	iBAQ std07	iBAQ std08	iBAQ std09	iBAQ std10	iBAQ std11	LFQ intensity std00	LFQ intensity std01	LFQ intensity std02	LFQ intensity std03	LFQ intensity std04	LFQ intensity std05	LFQ intensity std06	LFQ intensity std07	LFQ intensity std08	LFQ intensity std09	LFQ intensity std10	LFQ intensity std11	MS/MS Count std00	MS/MS Count std01	MS/MS Count std02	MS/MS Count std03	MS/MS Count std04	MS/MS Count std05	MS/MS Count std06	MS/MS Count std07	MS/MS Count std08	MS/MS Count std09	MS/MS Count std10	MS/MS Count std11	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Deamidation (NQ) site IDs	Oxidation (M) site IDs	Deamidation (NQ) site positions	Oxidation (M) site positions
E9PI65;P11142-2;P11142;E9PQQ4;E9PQK7;E9PK54;E9PLF4;E9PN89;E9PKE3;E9PN25;E9PPY6;E9PNE6;P54652	E9PI65;P11142-2;P11142;E9PQQ4;E9PQK7;E9PK54;E9PLF4;E9PN89;E9PKE3;E9PN25;E9PPY6	4;4;4;3;3;3;3;3;3;2;2;1;1	4;4;4;3;3;3;3;3;3;2;2;1;1	4;4;4;3;3;3;3;3;3;2;2;1;1	Heat shock cognate 71 kDa protein	HSPA8	>tr|E9PI65|E9PI65_HUMAN Heat shock cognate 71 kDa protein (Fragment) OS=Homo sapiens GN=HSPA8 PE=1 SV=1;>sp|P11142-2|HSP7C_HUMAN Isoform 2 of Heat shock cognate 71 kDa protein OS=Homo sapiens GN=HSPA8;>sp|P11142|HSP7C_HUMAN Heat shock cognate 71 kDa protei	13	4	4	4	0	0	0	0	2	0	2	0	1	1	0	0	0	0	0	0	2	0	2	0	1	1	0	0	0	0	0	0	2	0	2	0	1	1	0	0	42.3	42.3	42.3	17.916	168	168;493;646;171;178;183;187;312;627;132;137;500;639	0	27.778	0	0	0	0	23.2	0	20.8	0	10.1	8.3	0	0	2502800	0	0	0	0	992620	0	863640	0	503140	143370	0	0	227530	0	0	0	0	90239	0	78512	0	45740	13034	0	0	0	0	0	0	244740	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	1	0	0	6				96	224;323;570;647	True;True;True;True	246;355;628;715	1009;1425;1426;1427;1428;2324;2691	1149;1732;1733;1734;1735;2894;3301	1149;1733;2894;3301				
E9PK47;P06737-2;P11217;P11216;P06737	E9PK47;P06737-2;P11217;P11216;P06737	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	Phosphorylase;Glycogen phosphorylase, liver form;Glycogen phosphorylase, muscle form;Glycogen phosphorylase, brain form	PYGL;PYGM;PYGB	>tr|E9PK47|E9PK47_HUMAN Alpha-1,4 glucan phosphorylase OS=Homo sapiens GN=PYGL PE=1 SV=1;>sp|P06737-2|PYGL_HUMAN Isoform 2 of Glycogen phosphorylase, liver form OS=Homo sapiens GN=PYGL;>sp|P11217|PYGM_HUMAN Glycogen phosphorylase, muscle form OS=Homo sapie	5	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2.7	2.7	2.7	94.069	819	819;813;842;843;847	0	6.8741	0	0	0	0	2.7	0	2.7	0	0	0	0	0	659600	0	0	0	0	316830	0	342770	0	0	0	0	0	13742	0	0	0	0	6600.5	0	7141.1	0	0	0	0	0	0	0	0	0	0	0	78549	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2				97	252	True	278	1145;1146	1370;1371	1371				
E9PLD0;Q9H0U4;P62820-3;Q92928;P62820	E9PLD0;Q9H0U4;P62820-3;Q92928;P62820	2;2;1;1;1	2;2;1;1;1	2;2;1;1;1	Ras-related protein Rab-1B;Ras-related protein Rab-1A;Putative Ras-related protein Rab-1C	RAB1B;RAB1A;RAB1C	>tr|E9PLD0|E9PLD0_HUMAN Ras-related protein Rab-1B OS=Homo sapiens GN=RAB1B PE=1 SV=1;>sp|Q9H0U4|RAB1B_HUMAN Ras-related protein Rab-1B OS=Homo sapiens GN=RAB1B PE=1 SV=1;>sp|P62820-3|RAB1A_HUMAN Isoform 3 of Ras-related protein Rab-1A OS=Homo sapiens GN=R	5	2	2	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	21.3	21.3	21.3	18.483	169	169;201;129;201;205	0	19.581	0	0	0	0	21.3	0	11.2	0	0	0	0	0	3030100	0	0	0	0	1418700	0	1611400	0	0	0	0	0	233090	0	0	0	0	109130	0	123960	0	0	0	0	0	0	0	0	0	0	0	369270	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	4				98	167;466	True;True	181;517	735;736;737;1987	812;813;814;2467	813;2467		48		131
E9PM35;P49407-2;P49407	E9PM35;P49407-2;P49407	1;1;1	1;1;1	1;1;1	Beta-arrestin-1	ARRB1	>tr|E9PM35|E9PM35_HUMAN Beta-arrestin-1 (Fragment) OS=Homo sapiens GN=ARRB1 PE=1 SV=8;>sp|P49407-2|ARRB1_HUMAN Isoform 1B of Beta-arrestin-1 OS=Homo sapiens GN=ARRB1;>sp|P49407|ARRB1_HUMAN Beta-arrestin-1 OS=Homo sapiens GN=ARRB1 PE=1 SV=2	3	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	9.3	9.3	9.3	29.168	257	257;410;418	0.010309	6.1473	0	0	0	0	9.3	0	9.3	0	0	0	0	0	194260	0	0	0	0	92938	0	101320	0	0	0	0	0	13876	0	0	0	0	6638.4	0	7237.5	0	0	0	0	0	0	0	0	0	0	0	23219	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2				99	95	True	103	453;454	520;521	521				
F5H4X2;F5H0P4;F5H226;P08397-3;P08397	F5H4X2;F5H0P4;F5H226;P08397-3;P08397	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	Porphobilinogen deaminase	HMBS	>tr|F5H4X2|F5H4X2_HUMAN Porphobilinogen deaminase OS=Homo sapiens GN=HMBS PE=1 SV=1;>tr|F5H0P4|F5H0P4_HUMAN Porphobilinogen deaminase (Fragment) OS=Homo sapiens GN=HMBS PE=1 SV=1;>tr|F5H226|F5H226_HUMAN Porphobilinogen deaminase (Fragment) OS=Homo sapiens 	5	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	22.2	22.2	22.2	9.0252	81	81;119;191;321;361	1	-2	0	0	0	0	0	0	22.2	22.2	22.2	0	0	22.2	20905000	0	0	0	0	0	0	8733800	4950400	5188100	0	0	2033100	4181100	0	0	0	0	0	0	1746800	990080	1037600	0	0	406630	0	0	0	0	0	0	0	0	0	0	0	1810300	0	0	0	0	0	0	1	1	1	0	0	1	4	+			100	573	True	631	2343;2344;2345;2346	2913;2914;2915;2916	2915	41	49	14	18
F5H272	F5H272	1	1	1		PPP1R32	>tr|F5H272|F5H272_HUMAN Protein phosphatase 1 regulatory subunit 32 OS=Homo sapiens GN=PPP1R32 PE=1 SV=1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	45.5	45.5	45.5	6.0027	55	55	1	-2	0	0	0	0	0	0	45.5	0	0	0	0	0	3764200	0	0	0	0	0	0	3764200	0	0	0	0	0	1254700	0	0	0	0	0	0	1254700	0	0	0	0	0	0	0	0	0	0	0	862600	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	+			101	440	True	483	1889	2364	2364	42;200	50	9;19	21
F5H2X1;H3BND8;Q93009-3;Q93009	F5H2X1;H3BND8;Q93009-3;Q93009	1;1;1;1	1;1;1;1	1;1;1;1	Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase 7	USP7	>tr|F5H2X1|F5H2X1_HUMAN Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens GN=USP7 PE=1 SV=1;>tr|H3BND8|H3BND8_HUMAN Ubiquitin carboxyl-terminal hydrolase 7 (Fragment) OS=Homo sapiens GN=USP7 PE=1 SV=1;>sp|Q93009-3|UBP7_HUMAN Isoform 3 of Ubiquitin ca	4	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2.6	2.6	2.6	58.566	509	509;909;1086;1102	1	-2	0	0	0	0	0	2.6	0	0	0	0	0	0	157320	0	0	0	0	0	157320	0	0	0	0	0	0	5243.9	0	0	0	0	0	5243.9	0	0	0	0	0	0	0	0	0	0	0	128880	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	+			102	462	True	512	1966	2446	2446	201	51	275	270
Q5JQZ9;F6QTA4;Q9BWU1-2;Q9BWU1	Q5JQZ9;F6QTA4;Q9BWU1-2;Q9BWU1	1;1;1;1	1;1;1;1	1;1;1;1	Cyclin-dependent kinase 19	CDK19	>tr|Q5JQZ9|Q5JQZ9_HUMAN Cyclin-dependent kinase 19 (Fragment) OS=Homo sapiens GN=CDK19 PE=1 SV=1;>tr|F6QTA4|F6QTA4_HUMAN Cyclin-dependent kinase 19 OS=Homo sapiens GN=CDK19 PE=1 SV=1;>sp|Q9BWU1-2|CDK19_HUMAN Isoform 2 of Cyclin-dependent kinase 19 OS=Homo 	4	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6.8	6.8	6.8	29.399	251	251;398;442;502	1	-2	0	6.8	0	0	0	0	0	0	0	0	0	0	239700	0	239700	0	0	0	0	0	0	0	0	0	0	17121	0	17121	0	0	0	0	0	0	0	0	0	0	0	223060	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	+			103	507	True	562	2140	2676	2676	43;202;203		178;185;191	
F8VVY2;F8VNZ6;F8VSP7;F8VSB6;Q9H4P4-2;Q9H4P4	F8VVY2;F8VNZ6;F8VSP7;F8VSB6;Q9H4P4-2;Q9H4P4	1;1;1;1;1;1	1;1;1;1;1;1	1;1;1;1;1;1	E3 ubiquitin-protein ligase NRDP1	RNF41	>tr|F8VVY2|F8VVY2_HUMAN E3 ubiquitin-protein ligase NRDP1 OS=Homo sapiens GN=RNF41 PE=1 SV=1;>tr|F8VNZ6|F8VNZ6_HUMAN E3 ubiquitin-protein ligase NRDP1 (Fragment) OS=Homo sapiens GN=RNF41 PE=1 SV=1;>tr|F8VSP7|F8VSP7_HUMAN E3 ubiquitin-protein ligase NRDP1 (	6	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13.1	13.1	13.1	14.963	130	130;146;190;201;246;317	1	-2	0	0	0	0	0	0	13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	+			104	351	True	386	1581	1998	1998	44		14	
F8VP50;P05091-2;P05091	F8VP50;P05091-2;P05091	1;1;1	1;1;1	1;1;1	Aldehyde dehydrogenase, mitochondrial	ALDH2	>tr|F8VP50|F8VP50_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens PE=4 SV=3;>sp|P05091-2|ALDH2_HUMAN Isoform 2 of Aldehyde dehydrogenase, mitochondrial OS=Homo sapiens GN=ALDH2;>sp|P05091|ALDH2_HUMAN Aldehyde dehydrogenase, mitochondrial OS=Homo s	3	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6.6	6.6	6.6	28.259	259	259;470;517	0	8.3017	0	0	0	0	0	0	6.6	0	0	0	0	0	422040	0	0	0	0	0	0	422040	0	0	0	0	0	28136	0	0	0	0	0	0	28136	0	0	0	0	0	0	0	0	0	0	0	96714	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1				105	650	True	718	2694	3304	3304				
F8VR77;Q9UQ80;H0YIN7;F8W0A3;Q9UQ80-2	F8VR77;Q9UQ80;H0YIN7;F8W0A3;Q9UQ80-2	2;2;1;1;1	2;2;1;1;1	2;2;1;1;1	Proliferation-associated protein 2G4	PA2G4	>tr|F8VR77|F8VR77_HUMAN Proliferation-associated protein 2G4 OS=Homo sapiens GN=PA2G4 PE=1 SV=1;>sp|Q9UQ80|PA2G4_HUMAN Proliferation-associated protein 2G4 OS=Homo sapiens GN=PA2G4 PE=1 SV=3;>tr|H0YIN7|H0YIN7_HUMAN Uncharacterized protein (Fragment) OS=Hom	5	2	2	2	0	0	0	0	2	0	2	0	1	1	0	0	0	0	0	0	2	0	2	0	1	1	0	0	0	0	0	0	2	0	2	0	1	1	0	0	19	19	19	31.467	284	284;394;160;187;340	0	25.253	0	0	0	0	19	0	19	0	10.2	10.2	0	0	4774800	0	0	0	0	1769300	0	1523200	0	1189700	292670	0	0	341060	0	0	0	0	126380	0	108800	0	84979	20905	0	0	0	0	0	0	427180	0	358090	0	0	0	0	0	0	0	0	0	2	0	3	0	1	1	0	0	7				106	97;581	True;True	105;639	456;457;458;2402;2403;2404;2405	523;524;525;2990;2991;2992;2993	523;2991				
F8VZU9;G8JLA2;F8W180;P60660-2;F8VXL3	F8VZU9;G8JLA2;F8W180;P60660-2;F8VXL3	4;4;4;4;2	4;4;4;4;2	1;1;1;1;1	Myosin light polypeptide 6	PDE6H;MYL6	>tr|F8VZU9|F8VZU9_HUMAN Myosin light polypeptide 6 OS=Homo sapiens GN=MYL6 PE=1 SV=1;>tr|G8JLA2|G8JLA2_HUMAN Myosin light polypeptide 6 OS=Homo sapiens GN=MYL6 PE=1 SV=1;>tr|F8W180|F8W180_HUMAN Myosin light polypeptide 6 OS=Homo sapiens GN=MYL6 PE=1 SV=1;>	5	4	4	1	0	1	1	0	4	2	4	2	3	2	2	1	0	1	1	0	4	2	4	2	3	2	2	1	0	0	0	0	1	1	1	1	1	1	1	0	66	66	26.2	11.677	103	103;152;196;151;47	0	315.38	0	15.5	15.5	0	66	41.7	66	41.7	50.5	41.7	41.7	15.5	151930000	0	130420	71516	0	62006000	4923800	45844000	2963500	29057000	4371100	1321100	1241600	25322000	0	21737	11919	0	10334000	820630	7640700	493920	4842800	728510	220190	206940	0	0	0	0	11811000	3680200	8593500	2955700	9546400	0	2077800	0	0	1	1	0	6	5	8	4	5	3	2	1	36				107	250;453;658;667	True;True;True;True	276;498;499;500;727;736;737	1141;1142;1143;1915;1916;1917;1918;1919;1920;1921;1922;1923;1924;1925;1926;1927;1928;1929;1930;1931;1932;2735;2736;2793;2794;2795;2796;2797;2798;2799;2800;2801;2802;2803;2804;2805;2806	1366;1367;1368;2390;2391;2392;2393;2394;2395;2396;2397;2398;2399;2400;2401;2402;2403;2404;2405;2406;2407;3355;3356;3419;3420;3421;3422;3423;3424;3425;3426;3427;3428;3429;3430;3431;3432;3433	1368;2396;3355;3423	45;46	52;53;54	88;92	25;57;72
H3BSS4;H3BRU6;F8VZX2;Q15366-7;Q15366-8;Q15366-4;Q15366-5;Q15366-6;Q15366-3;Q15366;Q15366-2	H3BSS4;H3BRU6;F8VZX2;Q15366-7;Q15366-8;Q15366-4;Q15366-5;Q15366-6;Q15366-3;Q15366;Q15366-2	1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1	Poly(rC)-binding protein 2	PCBP2	>tr|H3BSS4|H3BSS4_HUMAN Poly(rC)-binding protein 2 (Fragment) OS=Homo sapiens GN=PCBP2 PE=1 SV=1;>tr|H3BRU6|H3BRU6_HUMAN Poly(rC)-binding protein 2 (Fragment) OS=Homo sapiens GN=PCBP2 PE=1 SV=1;>tr|F8VZX2|F8VZX2_HUMAN Poly(rC)-binding protein 2 OS=Homo sap	11	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	11.4	11.4	11.4	19.28	184	184;301;321;318;322;331;335;361;362;365;366	0	9.0486	0	0	0	0	11.4	0	11.4	0	11.4	0	0	0	1555200	0	0	0	0	587720	0	509070	0	458390	0	0	0	222170	0	0	0	0	83960	0	72724	0	65484	0	0	0	0	0	0	0	0	0	0	0	157900	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	3				108	544	True	601	2243;2244;2245	2784;2785;2786	2786				
F8W1F5;Q8IVF7-2;Q8IVF7-3;Q8IVF7	F8W1F5;Q8IVF7-2;Q8IVF7-3;Q8IVF7	1;1;1;1	1;1;1;1	1;1;1;1	Formin-like protein 3	FMNL3	>tr|F8W1F5|F8W1F5_HUMAN Formin-like protein 3 OS=Homo sapiens GN=FMNL3 PE=1 SV=1;>sp|Q8IVF7-2|FMNL3_HUMAN Isoform 2 of Formin-like protein 3 OS=Homo sapiens GN=FMNL3;>sp|Q8IVF7-3|FMNL3_HUMAN Isoform 3 of Formin-like protein 3 OS=Homo sapiens GN=FMNL3;>sp|Q	4	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1.5	1.5	1.5	117.08	1027	1027;976;1027;1028	1	-2	0	0	0	0	1.5	0	0	1.5	0	0	0	0	2015300	0	0	0	0	1856600	0	0	158740	0	0	0	0	38025	0	0	0	0	35030	0	0	2995.1	0	0	0	0	0	0	0	0	0	0	0	142380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			109	509	True	564	2144;2145	2680;2681	2681	204;205;206		937;945;948	
F8WBG2	F8WBG2	1	1	1		ITGB5	>tr|F8WBG2|F8WBG2_HUMAN Integrin beta-5 OS=Homo sapiens GN=ITGB5 PE=4 SV=2	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	57.5	57.5	57.5	4.4861	40	40	1	-2	0	0	0	0	0	0	57.5	0	0	0	0	0	234070	0	0	0	0	0	0	234070	0	0	0	0	0	78022	0	0	0	0	0	0	78022	0	0	0	0	0	0	0	0	0	0	0	53638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			110	682	True	755	2854	3481	3481	47		32	
F8WDS5	F8WDS5	1	1	1		POLR3H	>tr|F8WDS5|F8WDS5_HUMAN DNA-directed RNA polymerase III subunit RPC8 OS=Homo sapiens GN=POLR3H PE=1 SV=1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14.4	14.4	14.4	18.086	160	160	1	-2	0	0	0	0	14.4	0	0	0	0	0	0	0	839850	0	0	0	0	839850	0	0	0	0	0	0	0	76350	0	0	0	0	76350	0	0	0	0	0	0	0	0	0	0	0	207070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			111	497	True	552	2129	2665	2665	48;207;208		66;73;75	
G3V1D3;G3V180;Q9NY33-2;Q9NY33-4;Q9NY33	G3V1D3;G3V180;Q9NY33-2;Q9NY33-4;Q9NY33	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	Dipeptidyl peptidase 3	DPP3	>tr|G3V1D3|G3V1D3_HUMAN Dipeptidyl peptidase 3 OS=Homo sapiens GN=DPP3 PE=1 SV=1;>tr|G3V180|G3V180_HUMAN Dipeptidyl peptidase 3 OS=Homo sapiens GN=DPP3 PE=1 SV=1;>sp|Q9NY33-2|DPP3_HUMAN Isoform 2 of Dipeptidyl peptidase 3 OS=Homo sapiens GN=DPP3;>sp|Q9NY33	5	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2.6	2.6	2.6	84.304	756	756;757;317;707;737	0	8.8419	0	0	0	0	0	2.6	0	0	2.6	0	0	0	996920	0	0	0	0	0	229620	0	0	767290	0	0	0	27692	0	0	0	0	0	6378.4	0	0	21314	0	0	0	0	0	0	0	0	0	0	0	264300	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2				112	280	True	309	1281;1282	1581;1582	1582				
G3V1V0;H0YI43;G3V1Y7;F8VPF3;F8W1R7;J3KND3;B7Z6Z4;P60660;P05976-2;P05976;P08590	G3V1V0;H0YI43;G3V1Y7;F8VPF3;F8W1R7;J3KND3;B7Z6Z4;P60660	4;3;3;3;3;3;3;3;1;1;1	1;1;0;0;0;0;0;0;0;0;0	1;1;0;0;0;0;0;0;0;0;0	Myosin light polypeptide 6	PDE6H;MYL6	>tr|G3V1V0|G3V1V0_HUMAN Myosin light polypeptide 6 OS=Homo sapiens GN=MYL6 PE=1 SV=1;>tr|H0YI43|H0YI43_HUMAN Myosin light polypeptide 6 (Fragment) OS=Homo sapiens GN=MYL6 PE=1 SV=1;>tr|G3V1Y7|G3V1Y7_HUMAN Myosin light polypeptide 6 OS=Homo sapiens GN=MYL6 	11	4	1	1	0	1	1	0	3	1	3	1	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	42.2	16.8	16.8	18.037	161	161;83;115;130;145;152;238;151;150;194;195	0	189.52	0	9.9	9.9	0	25.5	9.9	25.5	9.9	15.5	9.9	9.9	26.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1				113	250;454;658;667	False;True;False;False	276;501;727;736;737	1141;1142;1143;1933;2735;2736;2793;2794;2795;2796;2797;2798;2799;2800;2801;2802;2803;2804;2805;2806	1366;1367;1368;2408;3355;3356;3419;3420;3421;3422;3423;3424;3425;3426;3427;3428;3429;3430;3431;3432;3433	1368;2408;3355;3423	49	53;54	136	73;105
G3V5Y5;P57789;P57789-4;P57789-3	G3V5Y5;P57789;P57789-4;P57789-3	1;1;1;1	1;1;1;1	1;1;1;1	Potassium channel subfamily K member 10	ANKRD37;KCNK10	>tr|G3V5Y5|G3V5Y5_HUMAN Potassium channel subfamily K member 10 (Fragment) OS=Homo sapiens GN=KCNK10 PE=4 SV=8;>sp|P57789|KCNKA_HUMAN Potassium channel subfamily K member 10 OS=Homo sapiens GN=KCNK10 PE=1 SV=1;>sp|P57789-4|KCNKA_HUMAN Isoform B of Potassiu	4	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	9	9	9	16.461	156	156;538;543;543	1	-2	0	0	0	0	9	0	0	0	0	0	0	9	120710000	0	0	0	0	61367000	0	0	0	0	0	0	59347000	20119000	0	0	0	0	10228000	0	0	0	0	0	0	9891200	0	0	0	0	0	0	0	0	0	0	0	52841000	0	0	0	0	1	0	0	0	0	0	0	1	2	+			114	423	True	463	1819;1820	2288;2289	2289	209;210	55;56	48;52	43;55
H0YJC4;G3V5Z7;P60900-3;P60900-2;P60900	H0YJC4;G3V5Z7;P60900-3;P60900-2;P60900	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	Proteasome subunit alpha type;Proteasome subunit alpha type-6	PSMA6	>tr|H0YJC4|H0YJC4_HUMAN Proteasome subunit alpha type-6 (Fragment) OS=Homo sapiens GN=PSMA6 PE=1 SV=1;>tr|G3V5Z7|G3V5Z7_HUMAN Proteasome subunit alpha type OS=Homo sapiens GN=PSMA6 PE=1 SV=1;>sp|P60900-3|PSA6_HUMAN Isoform 3 of Proteasome subunit alpha typ	5	1	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	21.2	21.2	21.2	9.2305	85	85;252;167;227;246	0	18.814	0	0	0	0	21.2	21.2	21.2	21.2	21.2	21.2	0	21.2	5463100	0	0	0	0	1744800	308310	1615900	213800	972390	424250	0	183630	1821000	0	0	0	0	581610	102770	538640	71267	324130	141420	0	61211	0	0	0	0	0	0	0	0	0	0	0	163500	0	0	0	0	1	1	1	1	1	1	0	1	7				115	332	True	366	1467;1468;1469;1470;1471;1472;1473	1788;1789;1790;1791;1792;1793;1794	1788				
G5E9C5;O76074-2;O76074	G5E9C5;O76074-2;O76074	1;1;1	1;1;1	1;1;1	cGMP-specific 3,5-cyclic phosphodiesterase	PDE5A	>tr|G5E9C5|G5E9C5_HUMAN Phosphodiesterase OS=Homo sapiens GN=PDE5A PE=1 SV=1;>sp|O76074-2|PDE5A_HUMAN Isoform PDE5A2 of cGMP-specific 3,5-cyclic phosphodiesterase OS=Homo sapiens GN=PDE5A;>sp|O76074|PDE5A_HUMAN cGMP-specific 3,5-cyclic phosphodiesteras	3	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2.7	2.7	2.7	93.629	823	823;833;875	0	11.95	0	0	0	0	0	0	2.7	0	0	0	0	0	311410	0	0	0	0	0	0	311410	0	0	0	0	0	6625.7	0	0	0	0	0	0	6625.7	0	0	0	0	0	0	0	0	0	0	0	71361	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1				116	371	True	407	1644	2077	2077				
